"id";"date";"text"
1584220923770519554;2022-10-23 16:31:16+00:00;"regular one is a classic.considering these ones I'd say: &gt  &gt   "
1584221067844800512;2022-10-23 16:31:50+00:00;"andrewbensonf1 Why are the fia having talks about an agreement? Didn't Ross Brawn say if anyone breaks the budget cap rules they will lose their championship or are Redbull threatening them if they do with leaving F1? I wouldn't put it past them."
1584221089873375232;2022-10-23 16:31:55+00:00;"Great remembrance of a legend  F1 redbullracing redbull AlphaTauriF1 "
1584221110291218432;2022-10-23 16:32:00+00:00;"'Thank you BOSS' - Ricardo Moniz on the sad news of the passing of Dietrich Mateschitz redbull RedBullSalzburg"
1584221126880030720;2022-10-23 16:32:04+00:00;"MarkusVarga3 ryanridgesim FanaticsFerrari His point is we could have won the championship had we turned those Into wins,if we had better races and race car"
1584221248925892608;2022-10-23 16:32:33+00:00;"SilverArrowsNet Idea, courtesy fia.."
1584221267234021376;2022-10-23 16:32:38+00:00;"JijiPoleni Gangs of London thelounge984 Homa Bay Kericho RedBull    ViratKohli INDvPAK INDvsPAK SeductiveSunday Jesse MasculinitySaturday Gabriel Jesus Whiskey Newcastle Arsenal somalia Andreas Griezman Willian LindelofSaints Hamilton Max Verstappen "
1584221292139802624;2022-10-23 16:32:44+00:00;"EnzoSil70903947 djjlander f1_bunnny jarno_opmeer Same pace =/= could overtake"
1584221403326611457;2022-10-23 16:33:10+00:00;"We are losing Clark and Long, so are we still retrogressing? "
1584221434171523073;2022-10-23 16:33:17+00:00;"HalloSkunk Maybe i need to do that to, so i can sleep xD"
1584221545152798720;2022-10-23 16:33:44+00:00;"ferrari - heeseung mclaren - jake mercedes - jay redbull - hoon alpha tauri - ni-kialpine - wonie aston martin - sunoo IF YOURE AN F1 ENJOYER,,, YOU'D KNOW ROSJJSHSJSJSHS"
1584221673632706560;2022-10-23 16:34:15+00:00;"redbullracing We are going to drink Redbull in his honor tonight with a win "
1584221691433357312;2022-10-23 16:34:19+00:00;"SilverArrowsNet No need for discussions, they broke the rules end of."
1584221704364384257;2022-10-23 16:34:22+00:00;"BradleyPhilpot There was reporting that Mateshitz family was being consuled through the negotiations and that Horner couldn't make any decisions on this on his own."
1584221718360379393;2022-10-23 16:34:25+00:00;"JijiPoleni Gangs of London thelounge984 Homa Bay Kericho RedBull       ViratKohli INDvPAK INDvsPAK SeductiveSunday Jesse MasculinitySaturday Gabriel Jesus Whiskey Newcastle Arsenal somalia Andreas Griezman Willian LindelofSaints Hamilton Max Verstappen "
1584221896236990465;2022-10-23 16:35:08+00:00;"wtf1official The death is very sad, but unless RedBull are suspending all operations... This doesn't wash. They're still racing. They're still developing the car back in the factory. To use the man's death as cover is shameful."
1584221948649041922;2022-10-23 16:35:20+00:00;"SilverArrowsNet Joke of the century."
1584222083453579264;2022-10-23 16:35:52+00:00;"redbullracing Thanks for everthings We are going to drink Redbull in his honor tonight with a win "
1584222130006155264;2022-10-23 16:36:03+00:00;"TRUSTMCDONALDS CoolGuyRevan Alright jewboy"
1584222176839753729;2022-10-23 16:36:15+00:00;"RIP Dietrich Mateschitz and my sincere condolences to the redbull Familie "
1584222190308061187;2022-10-23 16:36:18+00:00;"DietrichMateschitz: RedBull co-owner &amp energy drink giant dies aged 78 RIP "
1584222305630113792;2022-10-23 16:36:45+00:00;"harmvanraalte andrewbensonf1 They only want to know so they can sleep tonight "
1584222342963920899;2022-10-23 16:36:54+00:00;"SkySportsF1 Corrupt and crooked RedBull"
1584222350266236928;2022-10-23 16:36:56+00:00;"mcwexlercigs bellooooo i'm sipping on a redbull rn"
1584222378887811072;2022-10-23 16:37:03+00:00;"TrungTPhan Max33Verstappen redbullracing redbull You're going to laugh, but last night I was like 'why does Redbull own an F1 team? Seems like a thread for TrungTPhan'"
1584222459091636224;2022-10-23 16:37:22+00:00;"jadeelf254 TwommoF1 lewis_nation Oh it's americans? makes sense you people are cringe sometimes."
1584222476392747008;2022-10-23 16:37:26+00:00;"Sponsor by Redbull fia Ben_Sulayem  "
1584222492951867392;2022-10-23 16:37:30+00:00;"hiddlesolo all of that plus seb has kids and wants to spend more time with them and be there for them"
1584222531674079232;2022-10-23 16:37:39+00:00;"Redbull? That ship sailed years ago dinnit? "
1584222536560058368;2022-10-23 16:37:40+00:00;"WalstreetThanos MollyFS44 fia The 'sport' is dead, money and weakness have triumphed over integrity and common sense. The FIA are not fit to run a car boot sale."
1584222611885522944;2022-10-23 16:37:58+00:00;"Flam______ you wont stop me flam"
1584222627140603904;2022-10-23 16:38:02+00:00;"Ra_9543 narci3ssist RED BULL!!!!"
1584222652205772801;2022-10-23 16:38:08+00:00;"learn to be funny. "
1584222667233972225;2022-10-23 16:38:11+00:00;"Notony_ EngineMode11 Also the dishonesty is that they doing it to try and get Max laptime deleted, or proving RedBull corruption instead of fighting for Zhou lap to be reinstated."
1584222708711428096;2022-10-23 16:38:21+00:00;"stiinken ooo yum what flavor?"
1584222711324504066;2022-10-23 16:38:22+00:00;"TRUSTMCDONALDS HansVonSchlong CoolGuyRevan Monster has l-carnitine though, it's a ketolard snake oil supplement, the performance enhancing drug meldonium, inhibits carnitines usage in the body and dramatically enhances endurance, it's why it's considered doping."
1584222756371337216;2022-10-23 16:38:33+00:00;"Tarquin_Helmet And, also as a sign of respect, any rules that rbr or (the fiercely independent) Alpha Tauri break will be ignored, while any rules that any other teams break will be penalised double.It's what he would've wanted."
1584222773118763008;2022-10-23 16:38:37+00:00;"KE_VOOH Best"
1584222772783304704;2022-10-23 16:38:37+00:00;"GrosuAlexandru0 jarno_opmeer Redbull getting free pitstops like always"
1584222808048955393;2022-10-23 16:38:45+00:00;"vivkinn natesaundersF1 fia You look like you rip peoples hearts out while they're still beating"
1584222829121536001;2022-10-23 16:38:50+00:00;"MikeCline16046 CallMeK1123 nypost redbull Nope covid vax lol"
1584222842702348288;2022-10-23 16:38:53+00:00;"Irosmarco F1 LewisHamilton COTA Yeah yeah crymilton fan"
1584223033866481664;2022-10-23 16:39:39+00:00;"DanielMombeini You know nothing soab , team LH is juste a group of crazy people , with serious mental health issue"
1584223098555232256;2022-10-23 16:39:54+00:00;"boxxforsofts hamilton and paxtan fans will be having burning moment in 2022 for sure..."
1584223222882394112;2022-10-23 16:40:24+00:00;"WalstreetThanos fia Did you complain about Leclerc in Monza too or is that not on your agenda because only Verstappen is the enemy?"
1584223222840537089;2022-10-23 16:40:24+00:00;"charitykraus1 jarno_opmeer Verstappen has nothing to lose any more so expect fireworks in to the first corner sainz and verstappen crash out Lewis and George mop up the rest we know this won't happen though they'll crash get a red flag  sainz will get dq ver will be allowed to rejoin after leaving his car"
1584223304738820096;2022-10-23 16:40:43+00:00;"C9Mang0 What's your Venmo?"
1584223351236886528;2022-10-23 16:40:55+00:00;"Leeds_Untied Can they come back "
1584223389182726145;2022-10-23 16:41:04+00:00;"FocusedPoor wtf1official fia How have they cheated for both titles?"
1584223602588516353;2022-10-23 16:41:54+00:00;"redbull Do you accept resume and cover letter for payroll enrollment?"
1584234447292887040;2022-10-23 17:25:00+00:00;"redbull zodiak breakfast. "
1584234502544453633;2022-10-23 17:25:13+00:00;"Damn redbull was right. I guess he did get his wingsRip "
1584234506629746688;2022-10-23 17:25:14+00:00;"SilverArrowsNet The other teams should all pull out until redbull fq"
1584234616973852673;2022-10-23 17:25:40+00:00;"SilverArrowsNet The other teams should all pull out until redbull dq"
1584234635789492225;2022-10-23 17:25:45+00:00;"buckeyenichole Heavy drinking and chain smoking time."
1584234652147253255;2022-10-23 17:25:49+00:00;"WalstreetThanos fia Obviously fia  rules don't apply to Redbull or rather Fiabull "
1584234814822965248;2022-10-23 17:26:28+00:00;"Alot of redbull fan but 'lewis hamilton has the most support in America' "
1584234818258149376;2022-10-23 17:26:28+00:00;"I really need to knock it off with the redbull vodkas"
1584234885006643200;2022-10-23 17:26:44+00:00;"$200K Redbull Wololo Legacy QUARTERFINALS | LIVE - !VPN !redbull !warlords "
1584234951494742016;2022-10-23 17:27:00+00:00;"SilverArrowsNet So admitting it early to get ahead of the next investigation!"
1584234967424376832;2022-10-23 17:27:04+00:00;"Teams from Alpine down can still finish 4th in the Championship.Mercedes can finish 2nd.That just leaves Ferrari &amp RedBull who can win.Points from Engines divided by teams:Honda 326.5Ferrari 180Renault 143Mercedes 142.5(2/2)Formula1 Honda Ferrari Renault Mercedes"
1584235021375746048;2022-10-23 17:27:17+00:00;"mchlnw AirBag100000001 rbrzoe They were the only ones"
1584235033392386051;2022-10-23 17:27:20+00:00;"KazuneZK This is Monza, he is within track limits. You know that right ? has nothing to do with usagp  max yet again getting away with a bad FIA decision is another topic! Stop trying to justify max being favoured and RedBull corrupting the FIA"
1584235044109156355;2022-10-23 17:27:22+00:00;"fayfreddie10 skoutoulis andrewbensonf1 Because its teamLH's mission to make sure max and redbull get bullied as much as possible."
1584235050723602433;2022-10-23 17:27:24+00:00;"komonews (Reuters) - 'Dietrich Mateschitz, the Austrian billionaire founder and owner of energy drink company Red Bull, died on Saturday at the age 78 after a serious illness with cancer. His death was confirmed by the championship-leading Red Bull Formula One team.'RedBull reuters "
1584235090128736256;2022-10-23 17:27:33+00:00;"SilverArrowsNet Shouldn't cheat then. That's what we teach children in schools. Don't cheat and don't lie. Simples CostcappenScandal"
1584235112279183362;2022-10-23 17:27:39+00:00;"joshua_mv33 People forget that Lewis is literally an American driver tho, ofc they are gonna support him"
1584235124408782848;2022-10-23 17:27:41+00:00;"Ghost_NL ttgilde09 f1trolls_ I've never actually watched dts. I think from the reviews it has its really not worth watching. But I actually like most of the grid. Even checo and redbull itself. I just don't like CH or max becuase they are just alwats so unnecessarily annoying. They taint f1"
1584235199943958529;2022-10-23 17:27:59+00:00;"Redbull Wololo Legacy Day 3 "
1584235206235430912;2022-10-23 17:28:01+00:00;"IM DEAD  "
1584235206331887616;2022-10-23 17:28:01+00:00;"I haven't had a redbull in dayssssss this isnso good "
1584235231229677568;2022-10-23 17:28:07+00:00;"there's a lot of redbull fans wow"
1584235405981159425;2022-10-23 17:28:49+00:00;"sorry to hear redbull  patriarch has passed away at age 78. AUSTRIA 's  most successful businessman of the last 50 years RIP "
1584235443327225856;2022-10-23 17:28:58+00:00;"asni redbull ne kete frigorifer "
1584235450612731905;2022-10-23 17:28:59+00:00;"thediscoseth Can you buy me a vodka and redbull next time we go out together you're legal now I forgot xx"
1584235460645490693;2022-10-23 17:29:02+00:00;"WOW REDBULL WITH THE PIERRE EFFECT  f1 redbullf1 MaxVerstappen ChecoPerez "
1584235519080136705;2022-10-23 17:29:16+00:00;"What is it RedBull fans say? Oh, "Cry more." "
1584235556971909125;2022-10-23 17:29:25+00:00;"frankchirisa maybe"
1584235565158846465;2022-10-23 17:29:27+00:00;"Day 3 Quarterfinals - Red Bull Wololo Legacy | !redbull "
1584235648642260994;2022-10-23 17:29:46+00:00;"SilverArrowsNet Shouldn't be a negotiation you cheated you get dq 21 and 22. Cheats an liars"
1584235703847686144;2022-10-23 17:30:00+00:00;"NaturalParadigm I just hope the dirtiest play have been finished with Max champioship forced adjudication unnecessarily at suzuka.Hope fia &amp redbull sources do not interfered with the race natural flowing.But it is so normal today that is not gonna be strangely to see it againg."
1584235716644859907;2022-10-23 17:30:03+00:00;"DWT_UPDATES redbull&gt&gt&gt anyone else"
1584235909083717632;2022-10-23 17:30:49+00:00;"TheKrothRoads Ben_Sulayem AlAttiyahN matthieubaumel fia OfficialW2RC Andalucia_Rally Then what's that you're discussing with redbull behind closed doors?"
1584236019401994242;2022-10-23 17:31:15+00:00;"Bro please let this happen. "
1584236087685193729;2022-10-23 17:31:31+00:00;"DiveBroGaming same "
1584236205444431874;2022-10-23 17:31:59+00:00;"robynkookie thediscoseth I GOT HIM TO DO THIS AS WELL XX tasted so strange tho icl"
1584236219335991296;2022-10-23 17:32:03+00:00;"GodlyStrokes69 Drink a redbull &amp come outside"
1584236250885607424;2022-10-23 17:32:10+00:00;"Formula 1*Starts at 3:00 PMUnited States Grand Prix 2022sport martinoli BrunchBookChallenge radar SadGul nascar hr tv chan went full fuel team hospice redbull has been redbull no holds bar kee key role salva jax redb manardi 80/4 `19p CCchamp Q"
1584236258829955073;2022-10-23 17:32:12+00:00;"SilverArrowsNet Change of tune.TimeToFireHorner"
1584236275841630208;2022-10-23 17:32:16+00:00;"Harri_Est adrifyi DlyaHeroiv Omgoodness redbull "
1584236322780508162;2022-10-23 17:32:27+00:00;"RiccardoDante2 GmmGmm Ricromo, I feel you on that! Washing down the coffee with a redbull fr. "
1584236406867513344;2022-10-23 17:32:47+00:00;"Helll  Yeah take them gas station pills Who don't wanna be 10 of themselves in the bed lol Dont forget the Redbull ExpectBreakfast24hoursADay"
1584236459476885504;2022-10-23 17:33:00+00:00;"The man who made RedBull the world's best-known energydrink and amassed a $25 billion fortune has died aged 78 "
1584236474215862298;2022-10-23 17:33:03+00:00;"there were only redbull merc ferrari mclaren and alpine?"
1584236526908866562;2022-10-23 17:33:16+00:00;"Smasher225 KazuneZK This is probably the moat Blatant track limits I've seen "
1584236529089933313;2022-10-23 17:33:16+00:00;"iMiaSanMia Redbull getting knocked out early by Hoffenheim. W"
1584236549687738368;2022-10-23 17:33:21+00:00;"Hello CNN MSNBC nbcThe man was a sports icon.How many here are Red Bull athletes or know/love a sport supported by the RedBull family?Rest in peace.Enjoy those wiings, Dietrich. "
1584236646974644224;2022-10-23 17:33:44+00:00;"JijiPoleni Gangs of London thelounge984 Homa Bay Kericho RedBull          ViratKohli INDvPAK INDvsPAK SeductiveSunday Jesse MasculinitySaturday Gabriel Jesus Whiskey Newcastle Arsenal somalia Andreas Griezman Willian LindelofSaints Hamilton Max Verstappen "
1584236696706568193;2022-10-23 17:33:56+00:00;"Omg a tag from THE cherryxdonut??? &lt3Height: 5'6' (168 cm)Zodiac: PiecesTattoos(?): None yet but I'm planning on it!Fav Colors: I like the cooler tones Ex. Blue, Purple, Dark Green ect.Fav Drink: Peppermint tea, Infused redbull, Pipeline Punch MonsterI tag bachkap "
1584236757209710592;2022-10-23 17:34:11+00:00;"Fs_BVB iMiaSanMia wasting Mateschitz' funeral?!?lfg "
1584236777388519425;2022-10-23 17:34:16+00:00;"cherylsaitp SkySportsF1 What a fucking shill"
1584236799425384448;2022-10-23 17:34:21+00:00;"Leeds_Untied I think he is getting confused"
1584236843263922177;2022-10-23 17:34:31+00:00;"fia F1 Apparently Cheaters get away with Cheating RedbullRacing redbullracing  redbullmotors redbull  "The Wings that Give You Cheats""
1584236863052689408;2022-10-23 17:34:36+00:00;"JijiPoleni Gangs of London thelounge984 Homa Bay Kericho RedBull          ViratKohli INDvPAK INDvsPAK SeductiveSunday Jesse MasculinitySaturday Gabriel Jesus Whiskey Newcastle Arsenal somalia Andreas Griezman Willian LindelofSaints Hamilton Max Verstappen "
1584237002278735873;2022-10-23 17:35:09+00:00;"Redbull zib1 mateschitz "
1584237049888247809;2022-10-23 17:35:21+00:00;"Wicked CapitalSports tonight with AndrewMijFlint and XelaVotoz of FootballUnionRF Talking SimonaHalep BrittneyGriner ronaldo  RedBull and a deep freeze for European football! From 9pm CET (8pm Ireland)."
1584237126727892992;2022-10-23 17:35:39+00:00;"TheOven opens in less than half an hour! Pull up and get your complimentary Redbull before it's too late! "
1584237170398703616;2022-10-23 17:35:49+00:00;"Ps: I'm actually muslim so i'm gonna be drinking redbull instead..."
1584237272496422912;2022-10-23 17:36:14+00:00;"JijiPoleni Gangs of London thelounge984 Kericho RedBull SeductiveSunday Jesse Gabriel Jesus Whiskey Newcastle Arsenal somalia Andreas Griezman Willian LindelofSaints Hamilton Max Verstappen jigueseonyeonjiseonga_hwanyeonghae sesangeulryeopeojyeo_eitijeu_4junyeon sundayvibes SUHOxMEW "
1584237340662562818;2022-10-23 17:36:30+00:00;"So is this why redbull when over the cost cap. Best placed ad ever "
1584237342172532736;2022-10-23 17:36:30+00:00;"RedBull Racing dubs "
1584237376133816321;2022-10-23 17:36:38+00:00;"guys im walking a redbull when i see a redflag wkwk tenang ajaaa i can handle srs"
1584237451173715968;2022-10-23 17:36:56+00:00;"Ben_Sulayem AlAttiyahN matthieubaumel fia OfficialW2RC Andalucia_Rally They belong to your favorite team!Keep licking RedBull Ben_Sulayem"
1584237647899156480;2022-10-23 17:37:43+00:00;" he knows what he is talking about. Cheater! "
1584237848789626880;2022-10-23 17:38:31+00:00;"every race it's almost like a home race to redbull, it's redbull world, we're just living in it"
1584237866648862720;2022-10-23 17:38:35+00:00;"ChrissieMilf fia F1 I'm sure penalties during the race are based on incidents and they don't have a crystal ball."
1584237887096119306;2022-10-23 17:38:40+00:00;"NLP44X i_Vannnn lauracwinter Because redbull corrupted the mind of all redbull fans thinking,  their right and anyone with alternative point of view wrong ,im sick of horner and horrible I'm always right attitude...if anyone to blame senior management at redbull racing how fractious F1 is now f1twitter"
1584237954968748034;2022-10-23 17:38:56+00:00;"Superno26149964 Idk where you've come to this conclusion but this isn't a dig at max or redbull, it's speculation on the FIA. Maybe try read what I'm actually saying"
1584237950270787584;2022-10-23 17:38:55+00:00;"Redbull vettelfan_0908_  usgp mateschitz "
1584238019045134337;2022-10-23 17:39:12+00:00;"VRX___ Tctcyou3 Mercedes61937 dystainak formularacers_ Please show me the hate comments I have tweeted against Redbull/VER. PLEASE"
1584238028288950272;2022-10-23 17:39:14+00:00;"mikpachi Le Red Bull bleu"
1584238038292779008;2022-10-23 17:39:16+00:00;"DanielMombeini Shit hope it was caught on my recording!"
1584238092202172416;2022-10-23 17:39:29+00:00;"KE_VOOH Best"
1584238122589507584;2022-10-23 17:39:36+00:00;"Kaizer Chiefs | Arsenal | Betway | Hollywood Bet | f1 | USA | Travis | A$ap | Rihanna | Moonchild Sanelly | Football | Fashion Trends | photography | camera | iphone 14 | Rhulani | Klopp | Redbull | Verstappen | EPL | Time Square | Maldives | Ibiza | travel | music | awards wtf1 "
1584238149282451466;2022-10-23 17:39:43+00:00;"SilverArrowsNet Wolff is the instigator of this shitshow, the man is toxic!"
1584238238218100737;2022-10-23 17:40:04+00:00;"RIP. It was his vision that got redbull involved in F1 and have given us some of the best racing moments in the last 17 years. Hopefully redbull f1 will continue on in his absence. "
1584238255771291648;2022-10-23 17:40:08+00:00;"tedkravitz just having a thought, Is it  the ex Mercedes staff that Redbull have on garden leave? While other teams make cut backs, one team over spends to deprive staff from working for other teams.. "
1584238258933747713;2022-10-23 17:40:09+00:00;"also what is the context behind redbull staff kids and mercedes"
1584238307587723269;2022-10-23 17:40:20+00:00;"BNIPERBIOS bro steven looks cracked off of the redbull LMAO"
1584238406246477826;2022-10-23 17:40:44+00:00;"fiagirly Maybe the FIA needed more time to give Redbull the blueprints"
1584238432955805696;2022-10-23 17:40:50+00:00;"Lockz_23 DanneelMisha DonnyVerstappen rbrzoe i think you missed the part when redbull said multiple things about lewis but of course, you don't care at all cuz it's lewis. lewis hasn't said any bad word about rbr, also always congratulated them fairly when he lost. even after losing the championship unfairly."
1584238440216154112;2022-10-23 17:40:52+00:00;"BradleyPhilpot They can't even leave the dead alone.Shameless."
1584238449279631360;2022-10-23 17:40:54+00:00;"fritzraccoon Sounds cool"
1584238622102130689;2022-10-23 17:41:35+00:00;"Planet_F1 F1_Jordan RedBull is the only team in history of F1, that spends money and gets nothing out of it (why spend it then?). I was expecting they exceeded cost cap because Silverstone 2021. "
1584238820480147456;2022-10-23 17:42:23+00:00;"fritzraccoon I can only dream about having redbull bath... sigh"
1584238894740275200;2022-10-23 17:42:40+00:00;"ferrarimanias YES EXACTLY"
1584238903946399745;2022-10-23 17:42:43+00:00;"OddEyes18 holmesdirection Thanks! He's my fursona and I headcannon him driving for redbull lol"
1584238974884671490;2022-10-23 17:43:00+00:00;"JO_clever_KE brad_buckets enn_nafnlaus elonmusk Of course he does, he just wants to gaslight you.Probably sipping a redbull over a cheeto encrusted keyboard congratulating himself on 'triggering the libs' wondering when he gets a state mandated trad wife ( it's never btw)"
1584239030656733184;2022-10-23 17:43:13+00:00;"Celelbrate your life and don't mourn RedBull Texas USGP"
1584239037400764416;2022-10-23 17:43:14+00:00;"A true visionary has left us. Someone who believed that extreme sports could be the best platform for redbull to fly as high as possible. Thanks Dietrich Mateschitz for all these years of inspiration. Rest in peace  "
1584239311637336064;2022-10-23 17:44:20+00:00;"RedBullBe Esports_PXL adumonBE My old school has an esports team? lol"
1584239319686213632;2022-10-23 17:44:22+00:00;"GodOfMochl BachkaP WAIT MOCHI YOUR THAT TALL?"
1584239321363533824;2022-10-23 17:44:22+00:00;"Love from the tap "
1584239364405874688;2022-10-23 17:44:32+00:00;"SilverArrowsNet Incorrect. A diligent boss would want to know exactly how close to the cap they were at all times. How much wiggle room. Where they could spend, if they had to make cuts to stay under. Leaving no ambiguity. Yet horner managed to go over by millions. This wasn't a simple "mistake""
1584239461767864320;2022-10-23 17:44:56+00:00;"Tjale_P Lewis is finished"
1584239479811809281;2022-10-23 17:45:00+00:00;"So Redbull submission to fia was 4.5 million below cap, FIA find them over by 1.8 million meaning their submission was wrong by 6.3 million! That's not a small error! CostcappenScandal"
1584239510971219969;2022-10-23 17:45:07+00:00;"LeighHow BradleyPhilpot If he was directly involved in the negs then I would think it's fair to postpone for a short period tbh, we don't know how involved he was, nor who else was involved and their direct relationship to him."
1584239651941801986;2022-10-23 17:45:41+00:00;"Bxchkxp IM DUMB IM SO SORRY HOMIE"
1584239677434843136;2022-10-23 17:45:47+00:00;"am_MauMau Best"
1584239753599205376;2022-10-23 17:46:05+00:00;"This can be true first queen Elizabeth now Formula one and redbull owner. I know for a fact that he was in great condition. Is (police&ltprotect and safety&gt) missing or they running again on power trip."
1584241308390289408;2022-10-23 17:52:16+00:00;"Dietrich Mateschitz Red Bull co-owner &amp energy drink giant dies aged 78 - Red Bull co-owner Dietrich Mateschitz, a major global business figure as a result of his energy drinks empire, has died aged 78.RedBull Formula1"
1584241349867745280;2022-10-23 17:52:26+00:00;"How can redbull cheat today?? USGP"
1584241411670482946;2022-10-23 17:52:40+00:00;"joanne_hazel18 he's such a talent and has such a good soul. couldn't imagine the season without him "
1584241419098935296;2022-10-23 17:52:42+00:00;"Two different acts today. Both loved very much by us DITBox. Vardy smashes a Redbull before subbing on. Ings walks with a mascot from Villa's Ability Counts. He used headphones to block out the crowd noise and Ings joins in. Both scored, both weekend heroes. AVL LEI football "
1584241445216522241;2022-10-23 17:52:48+00:00;"4463ISM You're a absolute shame and a disgrace"
1584241512489299968;2022-10-23 17:53:05+00:00;"goatstanppen Wow Join This Awesome  Group And Thank Me Later.Deleting Link Soon"
1584241520353632256;2022-10-23 17:53:06+00:00;"JijiPoleni Gangs of London thelounge984 Homa Bay Kericho RedBull             ViratKohli INDvPAK INDvsPAK SeductiveSunday Jesse MasculinitySaturday Gabriel Jesus Whiskey Newcastle Arsenal somalia Andreas Griezman Willian LindelofSaints Hamilton Max Verstappen "
1584241591425781763;2022-10-23 17:53:23+00:00;"Dietrich Mateschitz Red Bull co-owner &amp energy drink giant dies aged 78 - Red Bull co-owner Dietrich Mateschitz, a major global business figure as a result of his energy drinks empire, has died aged 78.RedBull Formula1 "
1584241681326493696;2022-10-23 17:53:45+00:00;"Dietrich Mateschitz: Red Bull Co-Owner &amp Energy Drink Giant Dies Aged 78Know more: europetimes LatestNews dietrichmateschitz redbull CoOwner "
1584241754475098113;2022-10-23 17:54:02+00:00;"Dietrich Mateschitz Red Bull co-owner &amp energy drink giant dies aged 78 - Red Bull co-owner Dietrich Mateschitz, a major global business figure as a result of his energy drinks empire, has died aged 78.RedBull Formula1"
1584241792857214978;2022-10-23 17:54:11+00:00;"LadySthree97 $2  can kuWestlea $1,50"
1584241864521134080;2022-10-23 17:54:28+00:00;"So ready for todays F1 race!!!checo checoperez  RedBull"
1584241932347527170;2022-10-23 17:54:45+00:00;"AlStewartOBE Have you been in the redbull garage at AustinGP TheRollingStones"
1584241935794831361;2022-10-23 17:54:45+00:00;"jctrxx Lewis helmet with redbull overalls will scare everyone"
1584241967311261696;2022-10-23 17:54:53+00:00;"JijiPoleni Gangs of London thelounge984 Homa Bay Kericho RedBull       ViratKohli INDvPAK INDvsPAK SeductiveSunday Jesse MasculinitySaturday Gabriel Jesus Whiskey Newcastle Arsenal somalia Andreas Griezman Willian LindelofSaints Hamilton Max Verstappen "
1584241987712356352;2022-10-23 17:54:58+00:00;"SilverArrowsNet Totaly agree they are cheaters and now they have advantage. Rules are rules but FIA is protecting cheatbull again again again and again. FIA the disgrace"
1584242036768923649;2022-10-23 17:55:10+00:00;"FastestPitStop theracebose They should hire you as strategist."
1584242052929245185;2022-10-23 17:55:13+00:00;"When onboarding existing humans starts slowing down.Just create your own!Congratulations HexNurse and Hexologist31 Proof of redbull $HEX Hexicans "
1584242189621600257;2022-10-23 17:55:46+00:00;"One legend of the sport showing his respects to the man who's been responsible for making unbelievable card and careers a possibilityRIP DietrichMateschitz Thought with his family and with the whole redbull family too "
1584242189441253376;2022-10-23 17:55:46+00:00;"SakshamBhati9 Dress as Michael Masi"
1584242193455120384;2022-10-23 17:55:47+00:00;"The Constructor's Champions we wouldn't have if that was the case-Vanwall, Cooper, BRM, Brabham, Matra, Tyrell, McLaren, Williams, Benetton, Brawn and RedBull. Hell you can even add Lotus, as Colin Chapman first started building cars for racing iirc. "
1584242196059856896;2022-10-23 17:55:47+00:00;"This just leaves Ferrari, Renault and Mercedes so yeah... This ain't a hot take this is a shit take."
1584242199021035521;2022-10-23 17:55:48+00:00;"WalstreetThanos fia they just showed on sky a reason why they didn't delete it. they showed the picture in a way  that has a tiny spot on the line. it was so pathetic. they didn't even let the video play further. honestly this sport has lost all integrity"
1584242266885230592;2022-10-23 17:56:04+00:00;"WalstreetThanos fia Crazy when Red Bull ran this red livery for the Monza GP then "
1584242268382191616;2022-10-23 17:56:05+00:00;"SilverArrowsNet  Toto Wolf please be honest they cheat thats a fact and now they have advantage so stop defending Max ok please FIA need to take away everything from them thats when u cheat that happen"
1584242303387901952;2022-10-23 17:56:13+00:00;"we made a pipe out of a redbull can yesterday lol"
1584242312518868996;2022-10-23 17:56:15+00:00;"burn in hell tonight Didi "
1584242432308236289;2022-10-23 17:56:44+00:00;"FastestPitStop theracebose Gonna be our reaction.S M H"
1584242455649521664;2022-10-23 17:56:49+00:00;"Redbull mateschitz irfsport orf "
1584242473513422848;2022-10-23 17:56:54+00:00;"vivkinn natesaundersF1 fia When a normal trial is postponed, do you think the defendant is calling the shots over the judge?"
1584242529871925248;2022-10-23 17:57:07+00:00;"FastestPitStop theracebose Going with softs in that F1-75 is asking for a rather early pitstop"
1584242567499378688;2022-10-23 17:57:16+00:00;"Offside Remarks: How will Mateschitz's passing affect NewYorkRedBulls?  RedBull RedBulls MLS MLSCupPlayoffs"
1584242615985139712;2022-10-23 17:57:28+00:00;"SilverArrowsNet That's a yes then !!!"
1584242632553025536;2022-10-23 17:57:32+00:00;"redbull AgeOfEmpires having elimination games played on an A/B stream is a nightmare. Why do this to the viewers? Unfair to the players as well not giving them a spot on the stage. Super disappointed with the schedule."
1584242712731000833;2022-10-23 17:57:51+00:00;"Today we will give everything on the track RedBull "
1584242797103943680;2022-10-23 17:58:11+00:00;"DJHANNIBALROYCE redbull MegaRan keepitkuwaii INFcasso MillionPugs take me with you next time!"
1584242818595573760;2022-10-23 17:58:16+00:00;"theovenfl I'm omw you better save me a sugar free one "
1584242880960307200;2022-10-23 17:58:31+00:00;"hes just like me fr "
1584242953186222081;2022-10-23 17:58:48+00:00;"fritzraccoon with the dr pepper bath bomb..."
1584243088536764417;2022-10-23 17:59:20+00:00;"DMelBurgos River "
1584243119897600000;2022-10-23 17:59:28+00:00;"McLarenF1 Redbull 1-2 and Checo sprays champagne on Zak's face from the podium."
